wanted,Need a monumental favor from a truely good person (SE Portland to Capitol hill Seattle ),I really need to get to Seattle on the 24th   it's a very important trip and if it comes down to it   I'm hitch hiking my way up there. So I figured I'd try to find someone who was willing to get me up there first. I have no gas money   or money for anything really   so I know this is a long shot. If you are heading up to Seattle that day   and are up for having a friendly   fun 19 year old chick for company   music   and laughs along the way   I'd be inexpressibly grateful   I have to get as close as possible to Capitol hill or downtown Seattle. thanks so much for considering and I hope I find you before I have to leave.    &lt;3
wanted,Need to hitch a ride from Portland to Seattle (Seattle University or WWU),Hello there! I'm a college student in need of ride to Seattle late tuesday evening. Looking to make it all the way to Bellingham but to Seattle would be awesome. I'll throw some money at ya for gas and can share some tunes as well. Also some supreme snackage will be available along with good company. Feel free to shoot me a text or call if you can help out at 208.830.6123     Trust me I'm a good rider      Danke Schn   Ellie
wanted,Need Ride from Portland to Seattle Mar 18/19th (Portland),Hoping to catch a ride from Portland to Seattle on either Friday or Saturday. I need to arrive in Seattle by about 5pm on Saturday the 19th.      I can share gas and have a valid drivers license and a perfect driving record.  I will come back Sunday evening if you happen to be doing a weekend trip   then I could help with both legs of it. Thanks!
offered,Portland - SF - LA (Portland),Heading south from Portland to Los Angeles via stop in San Francisco on Friday   3/18.     My plan is to leave early Friday   3/18 and stop overnight in San Fransisco   then to leave early Saturday   3/19 to head to Los Angeles.   I may also leave in the afternoon on Thursday 3/17 from Portland to San Francisco   but that depends on the schedules of my passengers.     I'd like to take passengers to help split gas and make the hours go by less boringly.   I have room for a couple of people and a couple of bags each.   Safe   reliable 2009 Honda Civic.     Email me if you're interested or have any questions.
wanted,Rideshare PDX to LA (Portland to Los Angeles),Two mid-twenty year old males (soon to be college grads) looking for a ride to Los Angeles.  If possible   we would like to leave sometime Thursday early morning (obviously willing to take what we can get).  Obviously willing to help with gas and any other necessities along the way.  I have an Oregon drivers license and willing to help with the driving.    Email me with any other questions or concerns.  Would love to meet before we travel.    Thanks      Christian and Travis
wanted,Ride Needed - Portland to San Fransisco 3/19,Hello all      Me and 2 of my friends are looking to get down to the Bay Area for Spring Break. We want to leave early-ish Saturday morning and we are willing to pitch in gas money. We are all nice   friendly people just looking for a safe passage into California. Please contact me if you can help us.     - Vincent
wanted,Need ride to Seattle Wed March 23rd (Downtown PDX),Hello      Me   Cesar (23 yr old ecuadorian dude)   and my girlfriend are looking for a ride to Seattle (downtown if possible) on the 23rd (March 2011). We are nice fun young people   haha   and are willing to contribute with a bit of cash if necessary. We live around downtown Portland but are willing to go closer to you if you're not able to pick us up.  We won't be bringing a lot of stuff   just a backpack each   I suppose. Please shoot me an email if you're willing to help us out! Thanks in advance you   merciful soul.    Cesar and Sarah
wanted,Need ride to Canada after 20 Mar to renew visa,24F Australian ecological urban planner / anarchist / feminist / bike punk / freegan seeks ride to Canada (anywhere is fine) to renew my visa. I can leave anytime after the evening of March 20th. I don't want to pay much or any in fuel costs because I'm kinda poor   but can dumpster a heap of tasty food for you. Please tell me your departure date   destination and how much (if any) $ you want. I'm also looking to get back to the US from Canada later that week because I only want to spend a few days in Canada because it's too cold there!
wanted,seeking a ride to Los Angeles California (Los Angeles LA),I am looking for a ride down to LA March 15th Tuesday. I am more then willing to chip in for gas money and driving. I am happy to meet up before hand if you are interested in meeting me before we spend multiples hours in a car together. If not   but you are still headed that way around that time. Let me know!
offered,Ride Offered to SEA early Thurs (17th) or late Weds (PDX),Sucks to drive alone...and rideshare can be a good way to learn new music   among other things.     Im a male Portland State grad student   headed up to Seattle to jump on a plane for Alaska Thursday evening.  Most likely will leave btw 630 and 8am on Thursday   but Wednesday night after 7pm might work too.  Suby station wagon with rack and topper   so lots of room for luggage and/or a bike if you need it.      Would prefer to leave from North or Northeast PDX   so if you can get there   all the better.  Rose Quarter could be convenient as well. Can drop off anywhere within 1/2 mile or so of Hwy 5 and South of UW (my destination).    $15 or barter for gas...will consider pick up and drop off a bit further afield   but will have to ask for some more money for that.  Email is the best way to get me.  cheers.
offered,ride offered: Portland to Arcata,Hi     I'm driving down to Arcata on Wednesday   probably after breakfast.  I have room for 2 people.  All I ask is for gas money   and friendly   nice people.  Thanks
wanted,Need a ride east to Boise!! 3/17 or 3/18,Hey! My boyfriend and I need a ride to Boise on Thursday evening or Friday... we are both students   I go to PSU and Seth goes to MHCC. We are friendly   clean and willing to help with gas!!!    please let me know asap if we can join you on your journey east!    Thanks! Amy
wanted,Seeking ride South 03/13(Northern California?) (N.E. Portland),Hey   I'm in Portland right now and was hoping to head out tomorrow Monday the 14th.  Taking the slow way down to NM to see my sister and some friends   would like to get a little south for a start   northern California or southern OR works. Just myself and a backpack. I have a license and could kick a little for gas.  My name is Zac   phone works best 907-232-0547 call any time.
wanted,Lokking for a Ride North On I5 (Right of highway near Battleground) (Portland/Milwaukie),Hello   I am looking for a ride along with someone that is going north Tuesday morning. I have 20 dollors to help with gas. Thanks you :)
wanted,Ashland to SF March 29 (Ashland),looking for a gas rider. probably be around $50. let me know if you're interested. pls include a facebook or something similar link if possible.
offered,Portland to Ashland March 28 (SE),Going to Ashland around the 28th. Let me know if you want a ride. Looking for gas split - about $50. Let me know.     Would appreciate inclusion of a facebook link.    Thanks
offered,offered - portland to seattle/bellingham,Hi! I'm driving up north on thursday   march 17th   around 10am and would love some company and help with gas! email me with your name & phone number and I will give you a call asap.  Thanks!
offered,Going RT to OK TX UT PDX (Oregon City),Greetings       My friend   Pat   is hauling items to the big auto swap meet at Chickasha   OK   then running to Dallas   Austin   and back by way of a stop in Utah.  He plans to go at DARK-THIRTY TOMORROW MORNING.  The road out will take him down I-5 to Bakersfield to I-40-E.  He can haul one person with some gear.  If interested   please respond to this list with a number I can reach you at and I'll connect you to Pat.  I'll be checking the e-mail through the day.    All thre Best!    Edward
offered,Portland to Missoula,Driving to Missoula on Friday March 18th.  Have plenty of room for stuff.    -Skip    415-205-2199
wanted,Ride Needed to Tucson Arizona or Los Angeles (Portland-Tucson or LA),Hi    My girlfriend and I need to get the Tucson   AZ and would like the leave sometime between the 20th and the 25th   but we're flexible a few days on either side. We have a couple bags and can split gas and provide some snacks. If you're only going as far as LA   we can figure it out from there. Send me an email if you can help us out.  Thanks!
wanted,ride needed to eugene sun evening or early mon,i need a ride to eugene tonight or earlyish tomorrow morning cuz i have work at 2:30. will help with gas. call bethany at 5413359233
wanted,Ride Needed: Corvallis/Albany - March 20th (Portland),My 2 friends and I are looking for a ride from Portland to Corvallis on March 20th. We can chip in for gas money.  You could also drop us off in Albany if you don't want to get off of I-5.    Contact me at 541-908-0751
wanted,I am looking for someone who can help me haul a Uhaul from Corvallis (Corvallis-Portland),I will have a uhaul and some other stuff that may need to be thrown in the back of a truck or something ready to go so I can move it all to Portland into my new house by next weekend...    IF you can help let me know    Michael    I'll pay for gas :)      eugene corvallis albany portland salem
wanted,Ride to San Francisco sat. 19th,Hi   I'm looking to get down to San Fran on Saturday the 19th   or within a few days of that. If you're heading down and have an extra spot or two please let me know. I'm down to pitch in for gas and share in the driving.  Thanks     Matt
wanted,Skis and big bag needing a ride home to seattle 3/17 (after 6) 3/18-19,I am a student going home for spring break who has skis and a pretty big bag. I am looking for someone with a truck   van   or other mode of transportation that can accommodate skis a large bag. I am needing a ride to seattle on 3/17 (after 6)   3/17   or 3/18. I would prefer to leave on thursday or friday   but saturday could work too. I have money for gas.
other,"Truck-SF/PDX/Seattle/+ back to SF&gt;send stuff w/me? Spring /summer?,Planning to rent a truck to go from Bay Area to Portland / Seattle / etc.  Am hoping to also do a truck south &gt; back to the Bay Area.  If want to send stuff with me   let me know: what timeframe works for you / areas of pickup and dropoff / how much space you need in the truck / amount you can chip in for that much space.  Not making plans with ""riders"" until all other details of the trip are in order.  I have references and a perfect driving record.  Am NOT going until the snow is off the mountains.  Thanks   "
wanted,Seeking ride to Eugene Mon. or Tues. (3/14 3/15),Hi - I need to go from downtown SW PDX to west Eugene.  Will pitch in for gas.  Calling is better:  541/743-1779.  Joan
wanted,2 people need ride to seattle late wednesday or early thursday,My friend and I need a ride to Seattle either late Wednesday (after 4pm) or early Thursday (before 1pm). Need space for a suitcase each.   Call Alex at 808-228-9718 ASAP
wanted,anyone going to mt hood meadows on Monday? (ne pdx),I live in the gateway area but can meet out towards gresham if necessary.   call (don't text) kevin 503 501 7982
offered,Offering Ride To Bellingham WA (March 14 - 16 (flexible Dates)),Las Vegas to Bellingham and will be passing through portland I will be  LEAVING MARCH 14 To 16 (flexible)     I will be driving North through Nevada So i will be passing through Reno   Sacramento   Redding   Salem   Portland   Seattle   Beallingham       I have done ride share many times before and am experienced in transporting people and things     Please contact me if interested but gas contributions are expected and calculated by the AAA fuel cost calculator! Please Let me know if your interested!
wanted,Ride Needed to Colorado/utah/EAST! (Portland),I am suppose to go Rafting in Utah around the 21st. But my ride just fell through. I am desperately trying to get out there. Ideally you would be driving out a bit earlier than that   maybe Thursday or Friday of this week because I was going to visit family in Colorado before rafting. I would love to pitch for gas/driving. Email me if you're headed out that way. Thanks
wanted,NEED Ride From Portland to Ashland -3/17,Two adults need a ride on March 17th down to Ashland   can chip in for gas   we do not have a lot of luggage. Please contact 503-867-5322 or 503-333-9338.  Thanks!!
wanted,need ride to seattle today (inner NE),Hello    looking for a ride to seattle today (sun-13th) leaving no later than 3 pm . . .     can help with gas.  i'm super nice and friendly.    thanks    noah  208 874 2500    call or text
offered,Portland to SF around the 26th (SE Portland),pretty flexible on dates. room for one rider with a few things. would prefer someone who drives manual and can help with driving. will leave very early either the morning of the 26th   27th   28th   or even 29th or 30th. that's how flexible! money talks too so if you need a ride sooner   let me know :)     if you are interested   please respond by sharing a facebook link or myspace. i'm expecting someone to split gas   which probably won't be more than $75 dollars each.
offered,Ride Offered to SF 3/15,I will be driving from NE Portland to San Francisco Tuesday   March 15.  I will leave about 6 AM   and make at least one stop to stretch my legs (walk) at Castle Crags State Park.  Call if you would like to discuss details.  Greg 503-281-6663
wanted,ride needed to Ukiha/SF (SE),I have a very friendly clean older dog and little luggage. willing to split gas and drive with valid license.   Dave 707-413-8123
wanted,URGENT!! Ride needed to ASHLAND!! (Northeast Portland),Hello     I really need to get to Ashland!! I can pitch in for gas $15-$20 and I can help drive if you like. I don't smell bad and have no unpleasant habits. We can chat if you like   or not if you like. Please give me a ring at 541 973 4326  Thank you!!  Roze
wanted,Ride needed to Portland (Portland OR),I'm just looking for a ride to Corvallis sometime this afternoon/evening. I work until 4   but am ready to go after that and can offer $20 for gas...
offered,Ride Offered Portland to Boise Friday 3-18 (Portland),I'll be heading to Boise early on Friday morning. Only have room for 1 person and maybe a little bit of luggage. The luggage will be in the bed of a pickup truck with a tarp covering. I am a 27 year old   laid back male musician. Asking for $50 to help with fuel costs. We can meet up for coffee sometime this week if you like   just to make sure it won't be a completely miserable ride;) I'm moving to Michigan and staying for a couple days in Boise   then Boulder   CO   then a day in Kansas City   MO   Greenville   IL (just north of St. Louis   MO) and then up to Grand Rapids   MI. If you want to ride along to any of these destinations   we can work that out too. Thanks!
wanted,Portland to Bend Ride Needed 3/18 (SE to Central),I need a ride to Bend on Friday 3/18.  Anytime can work.  I can help with gas or driving.  I am clean and courteous.      I will have a backpack   skis (can fit inside most cars)   and a pair of boots.    Ideally   I need a ride back anytime on Sunday   3/20 to but not needed.      Email   text   or call    Todd    five oh three  830  three 9 eight two
wanted,~*~*~* RIDE NEEDED to Montana or anywhere in between 3/18 ~*~*~*~*~*~ (Biggs Jct to Montana),Coming up from Klamath Falls on 3/17 & am looking for a lift to Missoula ultimately but would take a lift to the Tri cities   Spokane or anywhere along 395.  Would be happy to share driving/expenses!!!!  Please call 406-239-8860
wanted,Need ride to Northern CA (Outer Southeast),Hello!  I'm trying to get down to Redding to see my folks and friends for spring break. My last final is on Wednesday the 16th   so I can leave after that day   or even on the 16th if you're leaving later in the day. I would be happy to contribute money for gas and food. I can also bring music or help with driving. I travel with my dog Django   who behaves wonderfully in cars. I can be minimal in what luggage I bring   though I'd probably like to bring a large backpack if possible.  I'm really eager to get down as soon as I can   so let me know if we could work something out.  Take care    ArielOffered
offered,bellingham to montana on sunday20th (rideshare),leaving montana thursday the 17th to bellingham and returning back to montana via I90 to missoulla sunday the20th. just looking for a little gas money. room in bed of truck for a few items. club cab pick-up so your baggage is inside.360_393_9274_ anytime.
offered,Driving to Portland 3/11 (SEA - PDX),Im driving to Portland on Friday the 11th. I had friends going with me but they bailed last minute as friends do. I feel bad not carpooling so come along and make my ego feel eco. Cash or food for gas appreciated. Leaving after work in the late afternoon or evening (flexible).Email or call 425-218-6208
offered,Free Ride East on I-90,Leaving 3/14 (Seattle)    Greetings!I'll be leaving Monday 3/14 driving form the Seattle area Eastward on I-90.  My destination is northern Wisconsin (I'm moving). It have a Honda coupe that will have a lot of stuff in it but there should be a little room for some of another person's stuff.  I can drop you off anywhere along the way.I made the cross-country drive a month ago and it was fun yet a bit lonely.  So now I'm looking for company.  I am open to help with driving and gas money but it's not necessary.  If you're interested please let me know ASAP!  My number is 215 840 7757.  I'm 28 male.  Nice and respectful and a safe driver.Alex
offered,from portland to seattle (portland Or),hi travelers i'm driving to seattle either tonight or tomorrow morning or afternoon. i haven't decided yet but pretty open about time. Looking for somebody who need a ride to seattle either tonight or tomorrow with some or maybe little  of gas money. Please contact me at 3605189343
offered,ggggoin' south (arlington),driving to atlanta first week of april.  don't have much room for your stuff but if you can kick in a couple of hundred bucks for gas and help drive i'll get you there.  would like to be on the road 10 hours or so a day.  would be driving a diesel ford truck towing a minivan
offered,headed to seattle from reno nv taking pac. coast hwy back down 2 CA (Seattle WA 2 Victorville CA),please be able to contribute $100 for fuel drug/alcohol free. text 702+788+7328 or IM pahrump411@ymail.com
offered,I am driving to Arcadia today,(Arcadia)    Going from Olympia to N Cali today or early tomorrow if anyone needs a ride360-789-8201
